rank,word,definition,level
792,attack,"攻击，进攻，抨击,攻击,抨击,（队员等的）进攻,（疾病）侵袭,非难,侵袭,损害",1
793,herself,"（反身代词）她自己,（用以加强语气）她亲自，她本人",1
794,region,"地区，地域，地带,行政区，管辖区,（大气，海水等的）层，界，境,（学问等的）范围，领域",1
795,television,"电视，电视机,电视节目,电视业",1
796,box,"盒,箱状物,包厢,哨房,把…装入盒[箱，匣]中,拳击",1
797,tv,"television 电视机,total volume 总量,test vehicle 实验用飞行器,terminal velocity 终端速度",1
798,training,"训练,培养,（枪炮，摄影机等的）瞄准,整枝法,训练，培养( train的现在分词),教育,瞄准,整枝",1
799,pretty,"漂亮的,机灵的，聪明的,相当，颇,漂亮的人（或东西）",1
800,trade,"贸易,行业,<美>顾客,买卖,交易，经商,交换,经营…交易，做…的买卖,以物易物",1
802,election,"选举，当选,选举权,[神]神的选择",1
803,everybody,"每人，人人,大伙儿,各位",1
804,physical,"自然（界）的,身体的,物质的,自然规律的,身体检查，体格检查",1
805,lay,"放置,铺放,涂，敷,产卵,世俗的,外行的,没有经验的,叙事诗,性伙伴",1
806,general,"大致的,综合的,总的，全体的,普遍的,上将,一般,一般原则,常规",1
807,feeling,"感觉，知觉，情绪,感情,气氛,富有感情的，有感觉的,有同情心的，仁慈的,感觉,认为(feel的现在分词)",1
808,standard,"标准，规格,旗，军旗,度量衡标准,直立支柱,标准的，合格的,普遍的，一般的,公认为优秀的",1
809,bill,"账单,钞票,清单,广告,安排,给…开账单,为…发提（货）单,把…登录在账,鸟嘴相接触",1
810,message,"信息,消息,要旨,教训,给…发消息,给…留言",1
811,fail,"失败，不及格,倒闭，破产,缺乏,衰退,破产,不足,不及格,使失望,忘记,舍弃,失败，失误,不及格者,[商]期货交割失期",1
812,outside,"在外面,向外面,在户外,露天,外面,（弯曲路面或轨道的）外道,（靠近路中央的）外侧,（建筑物等的）周围,外部的,集团外的,（选择余地、可能性等）非常小,可能性最大的,（表示位置）在[向]…的外面,（表示范围）超出…的范围,（表示排斥）除了（某人）",1
813,arrive,"到达，来,发生",1
814,analysis,"分析，分解,梗概，要略,[数]解析,验定",1
815,benefit,"利益，好处,救济金，津贴,义演，义卖,恩惠，恩泽,有益于，有助于,使受益,得益，受益",1
817,sex,"性别,两性之一,性，性特征,性活动,辨识性别,引起性欲,吸引",1
818,forward,"前进地,向前,至将来,提前地,向前方的,迅速的,（社会、政治）进步的,早熟的,促进，助长,（按新地址）转寄,发送,前锋",1
819,lawyer,律师，法学家,1
820,present,"现在的,目前的,出席的,[语法学]现在时的,现在,礼物,瞄准",1
821,section,"部分,节,部件,部门,切开,切断,做（动物或植物组织）切片,把（精神病患者）正式送入精神病院,把…切成片（或段）,作…的切片,把…作成截面,制作…的剖面图",1
822,environmental,"（个人）环境的，由个人环境产生的，周围的,环境艺术的",1
823,glass,"玻璃,玻璃制品,镜子,给某物加玻璃,反映,使平滑如玻璃,成玻璃状",1
825,skill,"技能，技巧,熟练，巧妙,才能，本领",1
826,sister,"姐妹,（称志同道合者）姐妹,修女,护士,姐妹般的,同类型的,如姐妹般相待",1
827,pm,"下午(Post Meridiem,等于afternoon),调相(Phase Modulation),(=prime minister)总理，首相,[化](=promethium)",1
828,professor,"教授,（大学的）讲师，教员,自称者，宣称者",1
829,operation,"操作，经营,手术,[数]运算,作用",1
830,financial,"财政的,财务的,金融的,有钱的",1
831,crime,"罪行，犯罪,罪恶,指控犯罪,判定犯罪,处罚军事犯",1
832,stage,"阶段,舞台,戏剧,驿站,上演，演出,筹办，举行,适于上演,坐公共马车旅行,举行,展现,上演,筹划,适于上演，适合在舞台上演出,乘公交车（或驿车）旅行,[军事]中间集结，扎营",1
833,ok,"[]  [],ohne kosten (German=without cost) （德语）不计价,不受约束,ola kala (Greek=all is fine, all is good) （希腊语）都很好（古代希腊水手最早使用）,outer keel 外（平板）龙骨",1
834,compare,"比较，对照,比拟，喻为,[语]构成,相比，匹敌,比较，区别,比拟（常与to连用）,比较",1
835,authority,"权威,权力,学术权威,[复数]当权者",1
836,miss,"（用于姓名或姓之前，对未婚女子的称呼）小姐,女士,失误,漏掉,错过（机会）,思念,没遇到",1
837,design,"设计,绘制,计划,企图,决意（做）,图案,结构,设计略图,（为工艺品、装潢项目等）设计,当设计师,构思",1
838,sort,"分类，类别,品质，本性,方法,一群,分类,整顿，整理,适合,挑选,把…分类,将…排顺序,交往,协调",1
840,act,"行动,表现,表演,起作用,行为,法案，法令,短节目",1
841,ten,"十，十个,第十,十个人,十点钟,十岁,十元纸币",1
842,knowledge,"了解，理解,知识（表示多方面的知识时有复数knowledges这一用法）,学科,见闻",1
843,gun,"枪,发令枪声,受雇杀人的枪手,喷射器,射击（某人）,给…加大油门,打猎,用枪打猎",1
844,station,"车站,所，局,身份,电视台,配置，安置,驻扎",1
845,blue,"蓝色,[复数]（美国海、陆、空三军穿的）蓝色制服,蓝颜料,[the blue(s)][用作单数或复数]布鲁斯（歌曲）（一种伤感的美国黑人民歌）,蓝色的,沮丧的，忧郁的,下流的,把…染成蓝色,使成蓝色,给…用上蓝剂,用上蓝剂于,变成蓝色，呈蓝色",1
847,strategy,"策略，战略,战略学",1
849,clearly,"明亮地,明净地,明确地,显然地",1
850,discuss,"讨论，谈论,论述，详述,商量",1
851,indeed,"的确，确实，实在,实际上，真正地,真的，真是,甚至",1
853,truth,"真理,真相，事实,忠实，忠诚,现实，现实性",1
854,song,"歌曲,歌唱（艺术）,诗歌，韵文,鸟叫声，鸟语",1
855,example,"例子,榜样,范例,先例,作为…的例子,为…做出榜样,举例,作为…的示范",1
856,democratic,"民主的,民主政体的,民主主义的,<美>民主党的",1
857,check,"检查，核对,制止，抑制,在…上打勾,核实，查核,中止,打勾,[象棋]将一军,<美>支票,检验，核对",1
858,environment,"环境，外界,周围，围绕,工作平台,（运行）环境",1
859,leg,"腿,支柱，支架,裤腿,一段赛程,<口>走，跑",1
860,dark,"黑暗的,乌黑的,忧郁的,神秘的,黑暗,暗色,暗处",1
862,various,"各种各样的,多方面的,许多的,各个的，个别的",1
863,rather,"稍微，有点,相当，颇,宁愿,相反地,当然啦，怎么不",1
864,laugh,"笑,发笑,嘲笑,（特别表示因成功而）处于有利地位,以笑表示，以笑感动[影响],笑声,引人发笑的事或人,笑料",1
865,guess,"推测,猜测，臆测,猜中,假定，认为,猜，猜测,猜对,猜测,推断",1
866,executive,"总经理,行政部门,[计算机]执行指令,执行的,管理的,政府部门的",1
869,prove,"证明，证实,[法]验证，检定,显示,显示出，证明是",1
870,hang,"悬挂,（被）绞死,贴，装饰,使悬而未决,悬垂,被吊死,附属，依靠,悬而未决,悬挂的样子,（动作的）暂停,〈口〉大意，要点,〈口〉做法，诀窍",1
871,entire,"全部的,整个的,全体的,囫囵",1
872,rock,"岩石，石头,摇滚乐,棒糖,<非正式>宝石（尤指钻石）,摇晃,摇动,震动,演奏摇滚乐,随摇滚乐起舞",1
875,forget,"忘记，忘却,忽略，疏忽,遗落,忘掉,忘记,忽视",1
877,claim,"声称,断言,需要,索取,提出要求,（根据权利而提出的）要求,索赔",1
879,remove,"开除,去除,脱掉，拿下,迁移,迁移，移居,离开,距离，差距,移动",1
880,manager,"处理者，经理，管理人,干事，理事,〈美〉（政党等的）领袖,策士，干才，干练的人",1
884,enjoy,"享有，享受,欣赏,喜欢,使过得快活",1
885,network,"网,（电视与计算机）网络,网状物,广播网,将…连接成网络,建立工作关系,把（地方节目）编排到广播网（或电视网）联播,使（全国）联播,（如）用网覆盖,广泛分布,沟通，互助",1
886,legal,"法律的,合法的,法定的,法律（上）的,法定权利,依法必须登报的声明",1
887,religious,"虔诚的,笃信宗教的,宗教的,谨慎的,修士，修女，出家人",1
888,cold,"寒冷的,冷淡的，无情的,失去知觉的,[艺]有冷感的，冷色的,寒冷,感冒，伤风,完全地",1
890,final,"最后的，最终的,决定性的,不可更改的,结局,决赛,期末考试,〈口〉（报纸的）末版",1
891,main,"主要的，最重要的,全力的,最主要的部分，重点,主要管道,体力,[航海]公海",1
892,science,"科学,技术，知识,学科,理科",1
893,green,"绿色的,未熟的，青春的,未成熟的,主张保护环境的,绿色蔬菜,绿色的衣服,植物,绿化，使重视环境保护问题",1
894,memory,"记忆，记忆力,回忆，往事,[计]存储器，内存",1
895,card,"卡片,纸牌,明信片,信用卡,记于卡片上",1
896,above,"（表示程度）超过,（表示等级）在…之上,（表示位置）在…正上方,（表示比较）优于,在上面,以上,上述,上述的",1
897,seat,"席位，座位,所在地,场所,臀部,使就座,使就职,使获得座位（或席位）,可容纳若干座位",1
898,cell,"<生>细胞,小牢房,电池,<诗>墓穴,住在牢房或小室中,囚禁",1
899,establish,"建立，创建,确立或使安全,使被安排好,使成为",1
900,nice,"美好的，愉快的,正派的,友好的，亲切的,细致的",1
901,trial,"试验,[法]审讯，审判,磨难，困难,[体]选拔赛,试验的,[法]审讯的",1
902,expert,"专家，能手,权威,行家，高手,熟练者,专家的,（技术）熟练的,老手,需要专门知识（或技术）的,以专家身份研究（或检查），像专家那样研究（或检查）,由专家审读（书籍等）,做专家工作，担任专家，成为高手（或能手）",1
904,spring,"春季,泉水，小溪,弹簧，弹性,跳跃,跳，跃,突然发出或出现,发源,劈开，裂开,突然跳出,跳过,使开裂,春天的,弹簧的，有弹性的",1
905,firm,"坚固的，坚牢的,坚定的，坚决的,严格的,确定的,使坚固,使坚实,商号，商行,公司,企业,工作集体,坚定地，稳固地,使坚定，使牢固,变坚实，变稳固",1
906,democrat,"[]  [],美国民主党的,美国民主党人",1
907,radio,"无线电,收音机,无线电广播台,无线电收发报机,用无线电发送讯息,作无线电广播,用X射线拍照",1
908,visit,"访问,探望,参观,游览,作客,访问，参观,逗留,拜访，参观",1
909,management,"管理,管理人员,管理技巧，处事的能力",1
911,avoid,"避开，避免，预防,[法]使无效，撤销，废止",1
912,imagine,"想，设想,想像,料想，猜想,误认为,想象,猜想，推测",1
913,tonight,"今晚，今夜,在今晚",1
914,huge,"巨大的,庞大的,极大的",1
915,ball,"球,棒球（投手投出的）坏球,拇指球,舞会,做成球状，使成团块,（指男性）和（女性）交媾（美式英语）,呈球形，成团块,[美国俚语、口语]狂欢作乐，消遣,尽情作乐，尽情地玩",1
918,finish,"完成,结束,吃光,使筋疲力尽,结尾,最后阶段,抛光",1
919,yourself,"你自己,（用以加强语气）亲自,你的正常或健康的情况",1
921,theory,"学说,理论,原理,推测",1
922,impact,"碰撞，冲击，撞击,影响,冲击力,挤入，压紧,撞击,对…产生影响,冲撞，冲击,产生影响",1
923,respond,"回答，响应,作出反应，响应,回报或回复,[建]（柱，拱基等的）对称，壁联",1
924,statement,"声明,（思想、观点、文章主题等的）表现,（文字）陈述,结算单,（英国）对儿童进行特殊教育评估认定,申请（小孩）有特殊教育需要",1
925,maintain,"保持,保养,坚持,固执己见",1
926,charge,"装载,控诉,使充电,索（价）,索价,向前冲,记在账上,充电,费用,指示,掌管,指责",1
927,popular,"流行的，大众化的,民众的，大众的，公众的,通俗的，普通的，平易的,〈美俚〉自以为了不得的，骄傲的",1
928,traditional,"传统的,口传的,惯例的,因袭的",1
929,onto,"到…之上,对…了解,[数]映射到…上,映射的,自身的,映成的",1
930,reveal,"显露,揭露,泄露,[神]启示,揭示，展现,[建]门侧，窗侧",1
931,direction,"方向,趋势,方面,用法说明",1
932,weapon,"武器，兵器,武装，提供武器",1
933,employee,雇工，雇员，职工,1
934,cultural,"文化的,教养的，修习的,耕作的，开垦的，栽培[培养]的",1
935,contain,"包含，容纳,克制，遏制,牵制,包括或由…构成",1
936,peace,"和平,和睦,治安,安心",1
940,pain,"痛苦,刻苦,令人厌烦的人[事物],身体某部分的疼痛[不适],（使）疼痛，（使）痛苦，伤害,使…痛苦,使…烦恼,感到疼痛,引起疼痛",1
941,apply,"应用，运用,申请,涂,敷（药）,申请，请求，适用,适用，适合,专心致志",1
